time,open,high,low,close,volume
2023-03-27 16:15:00,53.43,53.43,53.43,53.43,11989
2023-03-27 16:00:00,53.575,53.575,53.2725,53.51,61477
2023-03-27 15:45:00,53.54,53.645,53.415,53.5825,37767
2023-03-27 15:30:00,53.425,53.56,53.39,53.54,9599
2023-03-27 15:15:00,53.365,53.47,53.365,53.44,6906
2023-03-27 15:00:00,53.375,53.45,53.3,53.36,12376
2023-03-27 14:45:00,53.37,53.43,53.29,53.41,5962
2023-03-27 14:30:00,53.34,53.375,53.25,53.34,6537
2023-03-27 14:15:00,53.44,53.44,53.315,53.315,8549
2023-03-27 14:00:00,53.72,53.72,53.43,53.45,9841
2023-03-27 13:45:00,53.62,53.72,53.49,53.71,8306
2023-03-27 13:30:00,53.31,53.615,53.31,53.615,2591
2023-03-27 13:15:00,53.24,53.375,53.19,53.31,9034
2023-03-27 13:00:00,53.235,53.251,53.15,53.24,7461
2023-03-27 12:45:00,53.22,53.29,53.16,53.23,13012
2023-03-27 12:30:00,53.225,53.32,53.18,53.22,13508
2023-03-27 12:15:00,53.245,53.33,53.2,53.255,11984
2023-03-27 12:00:00,53.42,53.42,53.2,53.25,6313
2023-03-27 11:45:00,53.35,53.54,53.35,53.45,3555
2023-03-27 11:30:00,53.25,53.275,53.12,53.275,4098
2023-03-27 11:15:00,53.03,53.375,53.03,53.295,3473
2023-03-27 11:00:00,52.87,53.05,52.855,52.985,6139
2023-03-27 10:45:00,53.065,53.065,52.74,52.92,7704
2023-03-27 10:30:00,52.98,53.205,52.945,53.08,5009
2023-03-27 10:15:00,53.0,53.05,52.82,53.05,10895
2023-03-27 10:00:00,53.6,53.84,52.925,53.0,30053
2023-03-27 09:45:00,53.62,53.725,53.23,53.23,2696
2023-03-24 16:15:00,52.83,52.83,52.83,52.83,2851
2023-03-24 16:00:00,53.21,53.21,52.74,52.84,65393
2023-03-24 15:45:00,52.97,53.28,52.83,53.19,51357
2023-03-24 15:30:00,52.845,52.96,52.81,52.93,27915
2023-03-24 15:15:00,52.6,52.93,52.6,52.86,11438
2023-03-24 15:00:00,52.78,52.89,52.585,52.64,13725
2023-03-24 14:45:00,52.545,52.78,52.45,52.78,7837
2023-03-24 14:30:00,52.75,52.9,52.57,52.57,5604
2023-03-24 14:15:00,52.42,52.71,52.3933,52.71,17585
2023-03-24 14:00:00,52.4,52.415,52.24,52.415,12852
2023-03-24 13:45:00,52.41,52.5,52.4,52.425,13116
2023-03-24 13:30:00,52.52,52.555,52.39,52.41,18586
2023-03-24 13:15:00,52.5,52.65,52.5,52.605,11866
2023-03-24 13:00:00,52.6,52.61,52.46,52.55,5102
2023-03-24 12:45:00,52.44,52.535,52.44,52.535,1137
2023-03-24 12:30:00,52.51,52.51,52.27,52.44,5972
2023-03-24 12:15:00,52.62,52.8,52.46,52.46,6755
2023-03-24 12:00:00,52.24,52.5,52.24,52.5,2977
2023-03-24 11:45:00,52.04,52.255,52.03,52.2,5100
2023-03-24 11:30:00,51.775,52.07,51.775,52.01,4932
2023-03-24 11:15:00,51.9,52.28,51.68,51.74,32089
2023-03-24 11:00:00,51.92,52.0,51.8,51.88,5701
2023-03-24 10:45:00,52.21,52.28,51.9,51.9,3919
2023-03-24 10:30:00,52.01,52.17,51.69,52.17,7481
2023-03-24 10:15:00,51.935,52.24,51.935,52.155,2810
2023-03-24 10:00:00,51.54,52.07,51.21,52.07,29149
2023-03-24 09:45:00,51.7,51.7,51.425,51.425,1863
2023-03-23 16:15:00,52.38,52.38,52.38,52.38,6840
2023-03-23 16:00:00,52.52,52.82,52.33,52.34,48291
2023-03-23 15:45:00,52.31,52.62,52.31,52.49,9671
2023-03-23 15:30:00,52.47,52.52,52.11,52.34,9644
2023-03-23 15:15:00,52.51,52.85,52.34,52.4,11978
2023-03-23 15:00:00,52.24,52.43,52.18,52.43,6002
2023-03-23 14:45:00,52.315,52.36,52.22,52.26,3840
2023-03-23 14:30:00,52.604,52.604,52.28,52.34,4099
2023-03-23 14:15:00,52.565,52.62,52.4,52.49,4765
2023-03-23 14:00:00,52.67,52.67,52.44,52.58,6658
2023-03-23 13:45:00,52.744,52.79,52.45,52.67,11994
2023-03-23 13:30:00,52.81,52.9,52.65,52.68,10466
2023-03-23 13:15:00,52.91,52.95,52.82,52.86,4359
2023-03-23 13:00:00,53.02,53.02,52.855,52.9,3573
