time,open,high,low,close,volume
2023-03-27 16:00:00,17.74,17.84,17.74,17.84,902
2023-03-27 15:45:00,17.55,17.55,17.55,17.55,344
2023-03-27 15:30:00,17.75,17.75,17.63,17.75,808
2023-03-27 15:15:00,17.75,17.75,17.54,17.54,320
2023-03-27 15:00:00,17.6763,17.6763,17.6763,17.6763,163
2023-03-27 13:30:00,17.98,17.98,17.555,17.87,1471
2023-03-27 13:00:00,17.98,17.98,17.98,17.98,125
2023-03-27 12:15:00,17.52,17.6,17.51,17.51,1052
2023-03-27 12:00:00,17.6,17.81,17.54,17.54,1084
2023-03-27 11:30:00,17.96,17.96,17.96,17.96,103
2023-03-27 11:00:00,17.96,18.0,17.96,18.0,248
2023-03-27 09:45:00,17.52,17.97,17.52,17.97,459
2023-03-24 16:15:00,17.51,17.51,17.51,17.51,133
2023-03-24 16:00:00,17.75,17.75,17.4,17.695,6827
2023-03-24 15:30:00,17.89,17.89,17.6026,17.6026,915
2023-03-24 14:15:00,17.3501,17.74,17.3501,17.74,1241
2023-03-24 14:00:00,17.7699,17.77,17.7699,17.77,1318
2023-03-24 13:45:00,17.805,17.805,17.805,17.805,104
2023-03-24 12:45:00,17.57,17.8,17.57,17.8,1120
2023-03-24 12:30:00,17.52,17.54,17.52,17.54,657
2023-03-24 12:00:00,17.37,17.37,17.21,17.29,1095
2023-03-24 10:45:00,17.515,17.515,17.515,17.515,683
2023-03-24 10:30:00,17.46,17.5,17.42,17.5,1614
2023-03-24 10:00:00,17.239,17.239,17.239,17.239,300
2023-03-24 09:45:00,17.5,17.5,17.5,17.5,100
2023-03-23 16:00:00,17.23,17.49,17.22,17.49,881
2023-03-23 14:45:00,17.81,17.81,17.81,17.81,411
2023-03-23 14:30:00,17.1501,17.1501,17.1501,17.1501,100
2023-03-23 13:00:00,17.67,17.97,17.2,17.97,1622
2023-03-23 12:15:00,18.1,18.11,18.1,18.11,422
2023-03-23 12:00:00,17.89,18.1,17.68,17.68,501
2023-03-23 11:45:00,18.17,18.2,18.17,18.2,1634
2023-03-23 11:30:00,18.1,18.1,18.09,18.09,987
2023-03-23 11:00:00,17.97,17.97,17.97,17.97,400
2023-03-23 10:30:00,17.97,17.97,17.97,17.97,348
2023-03-23 10:15:00,17.7,18.14,17.7,18.11,2216
