time,open,high,low,close,volume
2023-03-24 16:00:00,0.8474,0.8631,0.8474,0.8631,376
2023-03-24 15:45:00,0.8474,0.8474,0.8474,0.8474,338
2023-03-24 15:15:00,0.8473,0.8473,0.8473,0.8473,100
2023-03-24 15:00:00,0.8685,0.8685,0.8673,0.8673,700
2023-03-24 14:15:00,0.8474,0.8474,0.8473,0.8474,1011
2023-03-24 14:00:00,0.847,0.8473,0.847,0.8473,312
2023-03-24 13:45:00,0.838001,0.845596,0.8315,0.8315,1664
2023-03-24 13:15:00,0.85,0.85,0.8473,0.8473,3300
2023-03-24 13:00:00,0.8499,0.8499,0.8499,0.8499,127
2023-03-24 12:45:00,0.840501,0.840501,0.840501,0.840501,100
2023-03-24 12:30:00,0.847025,0.847025,0.831,0.831,41295
2023-03-24 12:15:00,0.821,0.831,0.821,0.831,14284
2023-03-24 12:00:00,0.83,0.8341,0.8101,0.821,5154
2023-03-24 11:30:00,0.8398,0.8398,0.8398,0.8398,200
2023-03-24 11:00:00,0.85,0.85,0.84,0.84,1681
2023-03-24 10:45:00,0.865,0.865,0.865,0.865,100
2023-03-24 10:15:00,0.88,0.88,0.869977,0.869977,463
2023-03-24 10:00:00,0.8626,0.8626,0.8602,0.8602,1450
2023-03-24 09:45:00,0.8507,0.8507,0.8507,0.8507,1417
2023-03-23 16:00:00,0.85155,0.853,0.85,0.8527,1068
2023-03-23 15:45:00,0.8516,0.8531,0.85,0.8531,3586
2023-03-23 15:30:00,0.8516,0.8516,0.85,0.8516,1723
2023-03-23 15:15:00,0.85165,0.8531,0.85,0.8531,824
2023-03-23 15:00:00,0.85165,0.85165,0.85,0.85,6371
2023-03-23 14:45:00,0.8514,0.8534,0.85,0.8534,1617
2023-03-23 14:30:00,0.8518,0.8518,0.85,0.85175,1262
2023-03-23 14:15:00,0.8537,0.8537,0.85,0.8518,1914
2023-03-23 14:00:00,0.85,0.85185,0.85,0.85,1230
2023-03-23 13:45:00,0.85,0.85,0.85,0.85,732
2023-03-23 13:30:00,0.854,0.8594,0.85,0.85,16997
2023-03-23 13:15:00,0.86,0.8643,0.854,0.854,2274
2023-03-23 13:00:00,0.865,0.865,0.8623,0.8623,600
2023-03-23 12:45:00,0.863,0.8649,0.86,0.8649,1673
2023-03-23 12:30:00,0.865,0.865,0.86,0.8601,7968
2023-03-23 12:15:00,0.861,0.861,0.861,0.861,1437
2023-03-23 12:00:00,0.861,0.861,0.861,0.861,341
2023-03-23 11:45:00,0.86,0.8654,0.86,0.8654,2890
2023-03-23 11:30:00,0.86,0.8627,0.86,0.8627,1184
2023-03-23 11:15:00,0.8641,0.8655,0.855,0.86,9873
2023-03-23 11:00:00,0.88,0.88,0.86,0.8636,5438
2023-03-23 10:45:00,0.9,0.9,0.9,0.9,101
2023-03-23 10:30:00,0.9251,0.9251,0.9251,0.9251,300
2023-03-23 10:00:00,0.93,0.93,0.93,0.93,100
2023-03-23 09:45:00,0.8943,0.9299,0.8943,0.9299,1210
2023-03-22 18:15:00,0.91,0.91,0.91,0.91,109
2023-03-22 16:00:00,0.9,0.9,0.9,0.9,996
2023-03-22 15:45:00,0.9097,0.9097,0.9097,0.9097,124
2023-03-22 15:15:00,0.91,0.91,0.91,0.91,1504
2023-03-22 15:00:00,0.9188,0.9188,0.9188,0.9188,500
2023-03-22 14:45:00,0.9194,0.9194,0.915,0.915,918
2023-03-22 14:15:00,0.9197,0.9197,0.9196,0.9196,300
2023-03-22 13:30:00,0.91,0.91,0.91,0.91,141
2023-03-22 12:45:00,0.91,0.91,0.91,0.91,500
2023-03-22 12:15:00,0.9,0.9,0.9,0.9,2500
2023-03-22 12:00:00,0.92,0.92,0.92,0.92,100
2023-03-22 11:15:00,0.8751,0.9212,0.8751,0.88,1800
2023-03-22 10:30:00,0.9212,0.9212,0.9212,0.9212,140
2023-03-22 10:15:00,0.91,0.91,0.91,0.91,2079
2023-03-22 10:00:00,0.91,0.91,0.91,0.91,200
2023-03-22 09:45:00,0.89,0.89,0.887,0.887,849
2023-03-21 18:15:00,0.865,0.865,0.865,0.865,123
2023-03-21 16:00:00,0.8999,0.8999,0.8601,0.8601,3254
2023-03-21 15:45:00,0.8927,0.8927,0.8927,0.8927,1500
2023-03-21 15:30:00,0.885,0.8998,0.885,0.8998,200
2023-03-21 15:00:00,0.8751,0.8751,0.875,0.875,1200
2023-03-21 14:45:00,0.8999,0.8999,0.8999,0.8999,110
2023-03-21 14:30:00,0.88,0.8999,0.88,0.8999,2600
2023-03-21 13:45:00,0.8844,0.89,0.87,0.87,1315
2023-03-21 13:30:00,0.8897,0.8897,0.8897,0.8897,1000
2023-03-21 13:15:00,0.87,0.87,0.87,0.87,400
2023-03-21 13:00:00,0.8691,0.8691,0.8691,0.8691,350
2023-03-21 12:45:00,0.8651,0.87,0.8651,0.8691,1188
2023-03-21 11:45:00,0.87,0.87,0.865,0.865,900
2023-03-21 11:30:00,0.854,0.866401,0.854,0.866401,2595
2023-03-21 11:15:00,0.87,0.87,0.87,0.87,200
2023-03-21 11:00:00,0.883317,0.883317,0.87,0.8701,4585
2023-03-21 10:30:00,0.8899,0.8899,0.8899,0.8899,1002
2023-03-21 10:15:00,0.8801,0.89,0.88,0.884751,4947
2023-03-21 10:00:00,0.8899,0.8899,0.8899,0.8899,1500
2023-03-21 09:45:00,0.89,0.8999,0.89,0.8999,1992
2023-03-20 16:00:00,0.8951,0.8999,0.87,0.8801,3859
2023-03-20 15:45:00,0.8799,0.8799,0.8799,0.8799,432
2023-03-20 15:15:00,0.89,0.89,0.89,0.89,578
2023-03-20 14:45:00,0.89,0.89,0.89,0.89,1629
2023-03-20 14:15:00,0.8946,0.8946,0.8946,0.8946,100
2023-03-20 13:30:00,0.8994,0.8994,0.8994,0.8994,100
2023-03-20 13:15:00,0.89,0.893217,0.89,0.89,1233
2023-03-20 13:00:00,0.8955,0.8996,0.8955,0.899121,433
2023-03-20 12:30:00,0.8999,0.8999,0.8999,0.8999,200
2023-03-20 11:45:00,0.89,0.8996,0.89,0.8996,3670
2023-03-20 11:30:00,0.89,0.89,0.89,0.89,266
2023-03-20 11:15:00,0.89,0.89,0.89,0.89,900
2023-03-20 10:45:00,0.8986,0.8999,0.8986,0.8999,392
2023-03-20 10:30:00,0.9,0.9,0.9,0.9,2100
2023-03-20 10:15:00,0.882,0.900001,0.882,0.900001,2750
2023-03-20 10:00:00,0.882,0.882,0.882,0.882,1160
2023-03-20 09:45:00,0.8702,0.9392,0.87,0.9392,3452
2023-03-17 15:45:00,0.8896,0.8898,0.8896,0.8898,420
2023-03-17 15:15:00,0.889,0.8896,0.889,0.8896,420
2023-03-17 15:00:00,0.8741,0.89,0.8741,0.89,1164
2023-03-17 14:15:00,0.89,0.89,0.8898,0.8898,2289
2023-03-17 14:00:00,0.8999,0.8999,0.89,0.89,300
2023-03-17 13:45:00,0.8998,0.8998,0.896518,0.896518,2000
2023-03-17 13:30:00,0.8999,0.8999,0.899653,0.8998,1200
2023-03-17 13:00:00,0.896603,0.896603,0.896603,0.896603,300
2023-03-17 12:30:00,0.8996,0.8996,0.899121,0.899121,1100
2023-03-17 12:15:00,0.8998,0.8998,0.8998,0.8998,1716
2023-03-17 11:45:00,0.8999,0.8999,0.8999,0.8999,150
2023-03-17 11:30:00,0.89,0.89,0.89,0.89,204
2023-03-17 11:15:00,0.8901,0.8937,0.89,0.89,1360
2023-03-17 11:00:00,0.8901,0.905,0.8901,0.8901,1050
2023-03-17 10:30:00,0.92,0.92,0.918501,0.918501,200
2023-03-17 09:45:00,0.873,0.93,0.873,0.924,6900
2023-03-16 18:30:00,0.9298,0.9298,0.9298,0.9298,850
2023-03-16 18:15:00,0.8414,0.8414,0.8414,0.8414,2400
2023-03-16 16:00:00,0.9,0.9,0.8856,0.8856,600
2023-03-16 15:45:00,0.8711,0.891,0.8709,0.891,14314
2023-03-16 15:30:00,0.8712,0.8712,0.8704,0.8712,565
2023-03-16 15:15:00,0.8712,0.8712,0.8704,0.8704,401
2023-03-16 15:00:00,0.8706,0.8739,0.8706,0.8706,1462
2023-03-16 14:45:00,0.8705,0.8706,0.8705,0.8706,1130
2023-03-16 14:30:00,0.8701,0.8705,0.8701,0.8705,1002
2023-03-16 14:15:00,0.875,0.875325,0.87,0.8701,2853
2023-03-16 13:45:00,0.888,0.8998,0.8804,0.8998,2620
2023-03-16 13:30:00,0.8998,0.8998,0.888,0.888,1680
2023-03-16 13:15:00,0.875,0.875,0.875,0.875,100
2023-03-16 12:45:00,0.9089,0.9089,0.9089,0.9089,110
2023-03-16 12:15:00,0.8702,0.9,0.8702,0.9,209
2023-03-16 12:00:00,0.9092,0.9092,0.9092,0.9092,113
2023-03-16 11:45:00,0.87,0.9055,0.87,0.9055,214
2023-03-16 11:30:00,0.9097,0.9097,0.8701,0.8701,10113
2023-03-16 11:15:00,0.9097,0.9097,0.909303,0.909303,5500
2023-03-16 11:00:00,0.8899,0.8899,0.8899,0.8899,113
2023-03-16 10:45:00,0.9182,0.9182,0.8701,0.8701,5754
2023-03-16 09:45:00,0.86,0.9563,0.86,0.9563,16445
2023-03-16 08:30:00,0.88,0.88,0.88,0.88,101
2023-03-15 18:45:00,0.8501,0.8501,0.8501,0.8501,211
2023-03-15 16:45:00,0.88,0.88,0.88,0.88,232
2023-03-15 16:15:00,0.87,0.87,0.87,0.87,488
